C-BEZIMST-0;C-ALTGRIMST-0;C-GLIMST-0;C-C11-0;C-IMST-0;F-DATA
BEZIMST-310;ALTGRIMST-10;GLIMST-2;C11-1;IMST-1;63
BEZIMST-310;ALTGRIMST-10;GLIMST-2;C11-1;IMST-2;17
BEZIMST-310;ALTGRIMST-10;GLIMST-2;C11-1;IMST-3;23
BEZIMST-310;ALTGRIMST-10;GLIMST-2;C11-1;IMST-4;37
BEZIMST-310;ALTGRIMST-10;GLIMST-2;C11-2;IMST-1;91
BEZIMST-310;ALTGRIMST-10;GLIMST-2;C11-2;IMST-2;45
BEZIMST-310;ALTGRIMST-10;GLIMST-2;C11-2;IMST-3;38
BEZIMST-310;ALTGRIMST-10;GLIMST-2;C11-2;IMST-4;50
BEZIMST-310;ALTGRIMST-11;GLIMST-1;C11-1;IMST-1;1108
BEZIMST-310;ALTGRIMST-11;GLIMST-1;C11-1;IMST-2;477
BEZIMST-310;ALTGRIMST-11;GLIMST-1;C11-1;IMST-3;150
BEZIMST-310;ALTGRIMST-11;GLIMST-1;C11-1;IMST-4;194
BEZIMST-310;ALTGRIMST-11;GLIMST-1;C11-2;IMST-1;999
BEZIMST-310;ALTGRIMST-11;GLIMST-1;C11-2;IMST-2;475
BEZIMST-310;ALTGRIMST-11;GLIMST-1;C11-2;IMST-3;162
BEZIMST-310;ALTGRIMST-11;GLIMST-1;C11-2;IMST-4;169
BEZIMST-310;ALTGRIMST-11;GLIMST-2;C11-1;IMST-1;70
BEZIMST-310;ALTGRIMST-11;GLIMST-2;C11-1;IMST-2;13
BEZIMST-310;ALTGRIMST-11;GLIMST-2;C11-1;IMST-3;15
BEZIMST-310;ALTGRIMST-11;GLIMST-2;C11-1;IMST-4;42
BEZIMST-310;ALTGRIMST-11;GLIMST-2;C11-2;IMST-1;85
BEZIMST-310;ALTGRIMST-11;GLIMST-2;C11-2;IMST-2;35
BEZIMST-310;ALTGRIMST-11;GLIMST-2;C11-2;IMST-3;24
BEZIMST-310;ALTGRIMST-11;GLIMST-2;C11-2;IMST-4;43
BEZIMST-310;ALTGRIMST-12;GLIMST-1;C11-1;IMST-1;1177
BEZIMST-310;ALTGRIMST-12;GLIMST-1;C11-1;IMST-2;454
BEZIMST-310;ALTGRIMST-12;GLIMST-1;C11-1;IMST-3;138
BEZIMST-310;ALTGRIMST-12;GLIMST-1;C11-1;IMST-4;252
BEZIMST-310;ALTGRIMST-12;GLIMST-1;C11-2;IMST-1;1175
BEZIMST-310;ALTGRIMST-12;GLIMST-1;C11-2;IMST-2;509
BEZIMST-310;ALTGRIMST-12;GLIMST-1;C11-2;IMST-3;129
BEZIMST-310;ALTGRIMST-12;GLIMST-1;C11-2;IMST-4;202
BEZIMST-310;ALTGRIMST-12;GLIMST-2;C11-1;IMST-1;72
BEZIMST-310;ALTGRIMST-12;GLIMST-2;C11-1;IMST-2;16
BEZIMST-310;ALTGRIMST-12;GLIMST-2;C11-1;IMST-3;19
BEZIMST-310;ALTGRIMST-12;GLIMST-2;C11-1;IMST-4;36
BEZIMST-310;ALTGRIMST-12;GLIMST-2;C11-2;IMST-1;68
BEZIMST-310;ALTGRIMST-12;GLIMST-2;C11-2;IMST-2;35
BEZIMST-310;ALTGRIMST-12;GLIMST-2;C11-2;IMST-3;20
BEZIMST-310;ALTGRIMST-12;GLIMST-2;C11-2;IMST-4;38
BEZIMST-310;ALTGRIMST-13;GLIMST-1;C11-1;IMST-1;1325
BEZIMST-310;ALTGRIMST-13;GLIMST-1;C11-1;IMST-2;351
BEZIMST-310;ALTGRIMST-13;GLIMST-1;C11-1;IMST-3;85
BEZIMST-310;ALTGRIMST-13;GLIMST-1;C11-1;IMST-4;219
BEZIMST-310;ALTGRIMST-13;GLIMST-1;C11-2;IMST-1;1272
BEZIMST-310;ALTGRIMST-13;GLIMST-1;C11-2;IMST-2;367
BEZIMST-310;ALTGRIMST-13;GLIMST-1;C11-2;IMST-3;91
BEZIMST-310;ALTGRIMST-13;GLIMST-1;C11-2;IMST-4;180
BEZIMST-310;ALTGRIMST-13;GLIMST-2;C11-1;IMST-1;56
BEZIMST-310;ALTGRIMST-13;GLIMST-2;C11-1;IMST-2;19
BEZIMST-310;ALTGRIMST-13;GLIMST-2;C11-1;IMST-3;11
BEZIMST-310;ALTGRIMST-13;GLIMST-2;C11-1;IMST-4;39
BEZIMST-310;ALTGRIMST-13;GLIMST-2;C11-2;IMST-1;78
BEZIMST-310;ALTGRIMST-13;GLIMST-2;C11-2;IMST-2;10
BEZIMST-310;ALTGRIMST-13;GLIMST-2;C11-2;IMST-3;10
BEZIMST-310;ALTGRIMST-13;GLIMST-2;C11-2;IMST-4;38
BEZIMST-310;ALTGRIMST-14;GLIMST-1;C11-1;IMST-1;1089
BEZIMST-310;ALTGRIMST-14;GLIMST-1;C11-1;IMST-2;265
BEZIMST-310;ALTGRIMST-14;GLIMST-1;C11-1;IMST-3;54
BEZIMST-310;ALTGRIMST-14;GLIMST-1;C11-1;IMST-4;150
BEZIMST-310;ALTGRIMST-14;GLIMST-1;C11-2;IMST-1;1133
BEZIMST-310;ALTGRIMST-14;GLIMST-1;C11-2;IMST-2;292
BEZIMST-310;ALTGRIMST-14;GLIMST-1;C11-2;IMST-3;47
BEZIMST-310;ALTGRIMST-14;GLIMST-1;C11-2;IMST-4;143
BEZIMST-310;ALTGRIMST-14;GLIMST-2;C11-1;IMST-1;56
BEZIMST-310;ALTGRIMST-14;GLIMST-2;C11-1;IMST-2;11
BEZIMST-310;ALTGRIMST-14;GLIMST-2;C11-1;IMST-3;1
BEZIMST-310;ALTGRIMST-14;GLIMST-2;C11-1;IMST-4;23
BEZIMST-310;ALTGRIMST-14;GLIMST-2;C11-2;IMST-1;73
BEZIMST-310;ALTGRIMST-14;GLIMST-2;C11-2;IMST-2;12
BEZIMST-310;ALTGRIMST-14;GLIMST-2;C11-2;IMST-3;6
BEZIMST-310;ALTGRIMST-14;GLIMST-2;C11-2;IMST-4;23
BEZIMST-310;ALTGRIMST-15;GLIMST-1;C11-1;IMST-1;987
BEZIMST-310;ALTGRIMST-15;GLIMST-1;C11-1;IMST-2;237
BEZIMST-310;ALTGRIMST-15;GLIMST-1;C11-1;IMST-3;28
BEZIMST-310;ALTGRIMST-15;GLIMST-1;C11-1;IMST-4;88
BEZIMST-310;ALTGRIMST-15;GLIMST-1;C11-2;IMST-1;1124
BEZIMST-310;ALTGRIMST-15;GLIMST-1;C11-2;IMST-2;224
BEZIMST-310;ALTGRIMST-15;GLIMST-1;C11-2;IMST-3;19
BEZIMST-310;ALTGRIMST-15;GLIMST-1;C11-2;IMST-4;91
BEZIMST-310;ALTGRIMST-15;GLIMST-2;C11-1;IMST-1;35
BEZIMST-310;ALTGRIMST-15;GLIMST-2;C11-1;IMST-2;6
BEZIMST-310;ALTGRIMST-15;GLIMST-2;C11-1;IMST-3;2
BEZIMST-310;ALTGRIMST-15;GLIMST-2;C11-1;IMST-4;7
BEZIMST-310;ALTGRIMST-15;GLIMST-2;C11-2;IMST-1;45
BEZIMST-310;ALTGRIMST-15;GLIMST-2;C11-2;IMST-2;8
BEZIMST-310;ALTGRIMST-15;GLIMST-2;C11-2;IMST-4;11
BEZIMST-310;ALTGRIMST-16;GLIMST-1;C11-1;IMST-1;659
BEZIMST-310;ALTGRIMST-16;GLIMST-1;C11-1;IMST-2;110
BEZIMST-310;ALTGRIMST-16;GLIMST-1;C11-1;IMST-3;11
BEZIMST-310;ALTGRIMST-16;GLIMST-1;C11-1;IMST-4;54
BEZIMST-310;ALTGRIMST-16;GLIMST-1;C11-2;IMST-1;757
BEZIMST-310;ALTGRIMST-16;GLIMST-1;C11-2;IMST-2;114
BEZIMST-310;ALTGRIMST-16;GLIMST-1;C11-2;IMST-3;10
BEZIMST-310;ALTGRIMST-16;GLIMST-1;C11-2;IMST-4;64
BEZIMST-310;ALTGRIMST-16;GLIMST-2;C11-1;IMST-1;62
BEZIMST-310;ALTGRIMST-16;GLIMST-2;C11-1;IMST-2;13
BEZIMST-310;ALTGRIMST-16;GLIMST-2;C11-1;IMST-3;1
BEZIMST-310;ALTGRIMST-16;GLIMST-2;C11-1;IMST-4;12
BEZIMST-310;ALTGRIMST-16;GLIMST-2;C11-2;IMST-1;68
BEZIMST-310;ALTGRIMST-16;GLIMST-2;C11-2;IMST-2;9
BEZIMST-310;ALTGRIMST-16;GLIMST-2;C11-2;IMST-3;3
BEZIMST-310;ALTGRIMST-16;GLIMST-2;C11-2;IMST-4;15
BEZIMST-310;ALTGRIMST-17;GLIMST-1;C11-1;IMST-1;651
BEZIMST-310;ALTGRIMST-17;GLIMST-1;C11-1;IMST-2;119
BEZIMST-310;ALTGRIMST-17;GLIMST-1;C11-1;IMST-3;10
BEZIMST-310;ALTGRIMST-17;GLIMST-1;C11-1;IMST-4;47
BEZIMST-310;ALTGRIMST-17;GLIMST-1;C11-2;IMST-1;905
BEZIMST-310;ALTGRIMST-17;GLIMST-1;C11-2;IMST-2;125
BEZIMST-310;ALTGRIMST-17;GLIMST-1;C11-2;IMST-3;11
BEZIMST-310;ALTGRIMST-17;GLIMST-1;C11-2;IMST-4;82
BEZIMST-310;ALTGRIMST-17;GLIMST-2;C11-1;IMST-1;42
BEZIMST-310;ALTGRIMST-17;GLIMST-2;C11-1;IMST-2;6
BEZIMST-310;ALTGRIMST-17;GLIMST-2;C11-1;IMST-3;1
BEZIMST-310;ALTGRIMST-17;GLIMST-2;C11-1;IMST-4;7
BEZIMST-310;ALTGRIMST-17;GLIMST-2;C11-2;IMST-1;60
BEZIMST-310;ALTGRIMST-17;GLIMST-2;C11-2;IMST-2;10
BEZIMST-310;ALTGRIMST-17;GLIMST-2;C11-2;IMST-3;3
BEZIMST-310;ALTGRIMST-17;GLIMST-2;C11-2;IMST-4;8
BEZIMST-310;ALTGRIMST-18;GLIMST-1;C11-1;IMST-1;450
BEZIMST-310;ALTGRIMST-18;GLIMST-1;C11-1;IMST-2;60
BEZIMST-310;ALTGRIMST-18;GLIMST-1;C11-1;IMST-3;8
BEZIMST-310;ALTGRIMST-18;GLIMST-1;C11-1;IMST-4;46
BEZIMST-310;ALTGRIMST-18;GLIMST-1;C11-2;IMST-1;785
BEZIMST-310;ALTGRIMST-18;GLIMST-1;C11-2;IMST-2;126
BEZIMST-310;ALTGRIMST-18;GLIMST-1;C11-2;IMST-3;25
BEZIMST-310;ALTGRIMST-18;GLIMST-1;C11-2;IMST-4;141
BEZIMST-310;ALTGRIMST-18;GLIMST-2;C11-1;IMST-1;19
BEZIMST-310;ALTGRIMST-18;GLIMST-2;C11-1;IMST-2;6
BEZIMST-310;ALTGRIMST-18;GLIMST-2;C11-1;IMST-4;3
BEZIMST-310;ALTGRIMST-18;GLIMST-2;C11-2;IMST-1;45
BEZIMST-310;ALTGRIMST-18;GLIMST-2;C11-2;IMST-2;2
BEZIMST-310;ALTGRIMST-18;GLIMST-2;C11-2;IMST-3;1
BEZIMST-310;ALTGRIMST-18;GLIMST-2;C11-2;IMST-4;24
BEZIMST-310;ALT10IMST-1;GLIMST-1;C11-1;IMST-1;3
BEZIMST-310;ALT10IMST-1;GLIMST-1;C11-1;IMST-3;208
BEZIMST-310;ALT10IMST-1;GLIMST-1;C11-1;IMST-4;790
BEZIMST-310;ALT10IMST-1;GLIMST-1;C11-2;IMST-1;4
BEZIMST-310;ALT10IMST-1;GLIMST-1;C11-2;IMST-2;1
BEZIMST-310;ALT10IMST-1;GLIMST-1;C11-2;IMST-3;221
BEZIMST-310;ALT10IMST-1;GLIMST-1;C11-2;IMST-4;776
BEZIMST-310;ALT10IMST-1;GLIMST-2;C11-1;IMST-4;6
BEZIMST-310;ALT10IMST-1;GLIMST-2;C11-2;IMST-4;1
BEZIMST-310;ALT10IMST-2;GLIMST-1;C11-1;IMST-1;484
BEZIMST-310;ALT10IMST-2;GLIMST-1;C11-1;IMST-2;496
BEZIMST-310;ALT10IMST-2;GLIMST-1;C11-1;IMST-3;745
BEZIMST-310;ALT10IMST-2;GLIMST-1;C11-1;IMST-4;551
BEZIMST-310;ALT10IMST-2;GLIMST-1;C11-2;IMST-1;454
BEZIMST-310;ALT10IMST-2;GLIMST-1;C11-2;IMST-2;414
BEZIMST-310;ALT10IMST-2;GLIMST-1;C11-2;IMST-3;743
BEZIMST-310;ALT10IMST-2;GLIMST-1;C11-2;IMST-4;547
BEZIMST-310;ALT10IMST-2;GLIMST-2;C11-1;IMST-1;18
BEZIMST-310;ALT10IMST-2;GLIMST-2;C11-1;IMST-2;7
BEZIMST-310;ALT10IMST-2;GLIMST-2;C11-1;IMST-3;27
BEZIMST-310;ALT10IMST-2;GLIMST-2;C11-1;IMST-4;22
BEZIMST-310;ALT10IMST-2;GLIMST-2;C11-2;IMST-1;13
BEZIMST-310;ALT10IMST-2;GLIMST-2;C11-2;IMST-2;8
BEZIMST-310;ALT10IMST-2;GLIMST-2;C11-2;IMST-3;12
BEZIMST-310;ALT10IMST-2;GLIMST-2;C11-2;IMST-4;23
BEZIMST-310;ALT10IMST-3;GLIMST-1;C11-1;IMST-1;1032
BEZIMST-310;ALT10IMST-3;GLIMST-1;C11-1;IMST-2;650
BEZIMST-310;ALT10IMST-3;GLIMST-1;C11-1;IMST-3;354
BEZIMST-310;ALT10IMST-3;GLIMST-1;C11-1;IMST-4;251
BEZIMST-310;ALT10IMST-3;GLIMST-1;C11-2;IMST-1;843
BEZIMST-310;ALT10IMST-3;GLIMST-1;C11-2;IMST-2;707
BEZIMST-310;ALT10IMST-3;GLIMST-1;C11-2;IMST-3;358
BEZIMST-310;ALT10IMST-3;GLIMST-1;C11-2;IMST-4;187
BEZIMST-310;ALT10IMST-3;GLIMST-2;C11-1;IMST-1;45
BEZIMST-310;ALT10IMST-3;GLIMST-2;C11-1;IMST-2;18
BEZIMST-310;ALT10IMST-3;GLIMST-2;C11-1;IMST-3;15
BEZIMST-310;ALT10IMST-3;GLIMST-2;C11-1;IMST-4;24
BEZIMST-310;ALT10IMST-3;GLIMST-2;C11-2;IMST-1;56
BEZIMST-310;ALT10IMST-3;GLIMST-2;C11-2;IMST-2;19
BEZIMST-310;ALT10IMST-3;GLIMST-2;C11-2;IMST-3;18
BEZIMST-310;ALT10IMST-3;GLIMST-2;C11-2;IMST-4;28
BEZIMST-310;ALT10IMST-4;GLIMST-1;C11-1;IMST-1;1144
BEZIMST-310;ALT10IMST-4;GLIMST-1;C11-1;IMST-2;647
BEZIMST-310;ALT10IMST-4;GLIMST-1;C11-1;IMST-3;405
BEZIMST-310;ALT10IMST-4;GLIMST-1;C11-1;IMST-4;335
BEZIMST-310;ALT10IMST-4;GLIMST-1;C11-2;IMST-1;930
BEZIMST-310;ALT10IMST-4;GLIMST-1;C11-2;IMST-2;748
BEZIMST-310;ALT10IMST-4;GLIMST-1;C11-2;IMST-3;475
BEZIMST-310;ALT10IMST-4;GLIMST-1;C11-2;IMST-4;265
BEZIMST-310;ALT10IMST-4;GLIMST-2;C11-1;IMST-1;84
BEZIMST-310;ALT10IMST-4;GLIMST-2;C11-1;IMST-2;31
BEZIMST-310;ALT10IMST-4;GLIMST-2;C11-1;IMST-3;38
BEZIMST-310;ALT10IMST-4;GLIMST-2;C11-1;IMST-4;63
BEZIMST-310;ALT10IMST-4;GLIMST-2;C11-2;IMST-1;85
BEZIMST-310;ALT10IMST-4;GLIMST-2;C11-2;IMST-2;40
BEZIMST-310;ALT10IMST-4;GLIMST-2;C11-2;IMST-3;59
BEZIMST-310;ALT10IMST-4;GLIMST-2;C11-2;IMST-4;65
BEZIMST-310;ALT10IMST-5;GLIMST-1;C11-1;IMST-1;1175
BEZIMST-310;ALT10IMST-5;GLIMST-1;C11-1;IMST-2;770
BEZIMST-310;ALT10IMST-5;GLIMST-1;C11-1;IMST-3;363
BEZIMST-310;ALT10IMST-5;GLIMST-1;C11-1;IMST-4;356
BEZIMST-310;ALT10IMST-5;GLIMST-1;C11-2;IMST-1;1063
BEZIMST-310;ALT10IMST-5;GLIMST-1;C11-2;IMST-2;917
BEZIMST-310;ALT10IMST-5;GLIMST-1;C11-2;IMST-3;412
BEZIMST-310;ALT10IMST-5;GLIMST-1;C11-2;IMST-4;250
BEZIMST-310;ALT10IMST-5;GLIMST-2;C11-1;IMST-1;127
BEZIMST-310;ALT10IMST-5;GLIMST-2;C11-1;IMST-2;45
BEZIMST-310;ALT10IMST-5;GLIMST-2;C11-1;IMST-3;54
BEZIMST-310;ALT10IMST-5;GLIMST-2;C11-1;IMST-4;78
BEZIMST-310;ALT10IMST-5;GLIMST-2;C11-2;IMST-1;177
BEZIMST-310;ALT10IMST-5;GLIMST-2;C11-2;IMST-2;85
BEZIMST-310;ALT10IMST-5;GLIMST-2;C11-2;IMST-3;76
BEZIMST-310;ALT10IMST-5;GLIMST-2;C11-2;IMST-4;67
BEZIMST-310;ALT10IMST-6;GLIMST-1;C11-1;IMST-1;1902
BEZIMST-310;ALT10IMST-6;GLIMST-1;C11-1;IMST-2;859
BEZIMST-310;ALT10IMST-6;GLIMST-1;C11-1;IMST-3;326
BEZIMST-310;ALT10IMST-6;GLIMST-1;C11-1;IMST-4;368
BEZIMST-310;ALT10IMST-6;GLIMST-1;C11-2;IMST-1;1735
BEZIMST-310;ALT10IMST-6;GLIMST-1;C11-2;IMST-2;932
BEZIMST-310;ALT10IMST-6;GLIMST-1;C11-2;IMST-3;337
BEZIMST-310;ALT10IMST-6;GLIMST-1;C11-2;IMST-4;296
BEZIMST-310;ALT10IMST-6;GLIMST-2;C11-1;IMST-1;133
BEZIMST-310;ALT10IMST-6;GLIMST-2;C11-1;IMST-2;30
BEZIMST-310;ALT10IMST-6;GLIMST-2;C11-1;IMST-3;38
BEZIMST-310;ALT10IMST-6;GLIMST-2;C11-1;IMST-4;79
BEZIMST-310;ALT10IMST-6;GLIMST-2;C11-2;IMST-1;176
BEZIMST-310;ALT10IMST-6;GLIMST-2;C11-2;IMST-2;80
BEZIMST-310;ALT10IMST-6;GLIMST-2;C11-2;IMST-3;62
BEZIMST-310;ALT10IMST-6;GLIMST-2;C11-2;IMST-4;93
BEZIMST-310;ALT10IMST-7;GLIMST-1;C11-1;IMST-1;2502
BEZIMST-310;ALT10IMST-7;GLIMST-1;C11-1;IMST-2;805
BEZIMST-310;ALT10IMST-7;GLIMST-1;C11-1;IMST-3;223
BEZIMST-310;ALT10IMST-7;GLIMST-1;C11-1;IMST-4;471
BEZIMST-310;ALT10IMST-7;GLIMST-1;C11-2;IMST-1;2447
BEZIMST-310;ALT10IMST-7;GLIMST-1;C11-2;IMST-2;876
BEZIMST-310;ALT10IMST-7;GLIMST-1;C11-2;IMST-3;220
BEZIMST-310;ALT10IMST-7;GLIMST-1;C11-2;IMST-4;382
BEZIMST-310;ALT10IMST-7;GLIMST-2;C11-1;IMST-1;128
BEZIMST-310;ALT10IMST-7;GLIMST-2;C11-1;IMST-2;35
BEZIMST-310;ALT10IMST-7;GLIMST-2;C11-1;IMST-3;30
BEZIMST-310;ALT10IMST-7;GLIMST-2;C11-1;IMST-4;75
BEZIMST-310;ALT10IMST-7;GLIMST-2;C11-2;IMST-1;146
BEZIMST-310;ALT10IMST-7;GLIMST-2;C11-2;IMST-2;45
BEZIMST-310;ALT10IMST-7;GLIMST-2;C11-2;IMST-3;30
BEZIMST-310;ALT10IMST-7;GLIMST-2;C11-2;IMST-4;76
BEZIMST-310;ALT10IMST-8;GLIMST-1;C11-1;IMST-1;2076
BEZIMST-310;ALT10IMST-8;GLIMST-1;C11-1;IMST-2;502
BEZIMST-310;ALT10IMST-8;GLIMST-1;C11-1;IMST-3;82
BEZIMST-310;ALT10IMST-8;GLIMST-1;C11-1;IMST-4;238
BEZIMST-310;ALT10IMST-8;GLIMST-1;C11-2;IMST-1;2257
BEZIMST-310;ALT10IMST-8;GLIMST-1;C11-2;IMST-2;516
BEZIMST-310;ALT10IMST-8;GLIMST-1;C11-2;IMST-3;66
BEZIMST-310;ALT10IMST-8;GLIMST-1;C11-2;IMST-4;234
BEZIMST-310;ALT10IMST-8;GLIMST-2;C11-1;IMST-1;91
BEZIMST-310;ALT10IMST-8;GLIMST-2;C11-1;IMST-2;17
BEZIMST-310;ALT10IMST-8;GLIMST-2;C11-1;IMST-3;3
BEZIMST-310;ALT10IMST-8;GLIMST-2;C11-1;IMST-4;30
BEZIMST-310;ALT10IMST-8;GLIMST-2;C11-2;IMST-1;118
BEZIMST-310;ALT10IMST-8;GLIMST-2;C11-2;IMST-2;20
BEZIMST-310;ALT10IMST-8;GLIMST-2;C11-2;IMST-3;6
BEZIMST-310;ALT10IMST-8;GLIMST-2;C11-2;IMST-4;34
BEZIMST-310;ALT10IMST-9;GLIMST-1;C11-1;IMST-1;1310
BEZIMST-310;ALT10IMST-9;GLIMST-1;C11-1;IMST-2;229
BEZIMST-310;ALT10IMST-9;GLIMST-1;C11-1;IMST-3;21
BEZIMST-310;ALT10IMST-9;GLIMST-1;C11-1;IMST-4;101
BEZIMST-310;ALT10IMST-9;GLIMST-1;C11-2;IMST-1;1662
BEZIMST-310;ALT10IMST-9;GLIMST-1;C11-2;IMST-2;239
BEZIMST-310;ALT10IMST-9;GLIMST-1;C11-2;IMST-3;21
BEZIMST-310;ALT10IMST-9;GLIMST-1;C11-2;IMST-4;146
BEZIMST-310;ALT10IMST-9;GLIMST-2;C11-1;IMST-1;104
BEZIMST-310;ALT10IMST-9;GLIMST-2;C11-1;IMST-2;19
BEZIMST-310;ALT10IMST-9;GLIMST-2;C11-1;IMST-3;2
BEZIMST-310;ALT10IMST-9;GLIMST-2;C11-1;IMST-4;19
BEZIMST-310;ALT10IMST-9;GLIMST-2;C11-2;IMST-1;128
BEZIMST-310;ALT10IMST-9;GLIMST-2;C11-2;IMST-2;19
BEZIMST-310;ALT10IMST-9;GLIMST-2;C11-2;IMST-3;6
BEZIMST-310;ALT10IMST-9;GLIMST-2;C11-2;IMST-4;23
BEZIMST-310;ALT10IMST-10;GLIMST-1;C11-1;IMST-1;450
BEZIMST-310;ALT10IMST-10;GLIMST-1;C11-1;IMST-2;60
BEZIMST-310;ALT10IMST-10;GLIMST-1;C11-1;IMST-3;8
BEZIMST-310;ALT10IMST-10;GLIMST-1;C11-1;IMST-4;46
BEZIMST-310;ALT10IMST-10;GLIMST-1;C11-2;IMST-1;785
BEZIMST-310;ALT10IMST-10;GLIMST-1;C11-2;IMST-2;126
BEZIMST-310;ALT10IMST-10;GLIMST-1;C11-2;IMST-3;25
BEZIMST-310;ALT10IMST-10;GLIMST-1;C11-2;IMST-4;141
BEZIMST-310;ALT10IMST-10;GLIMST-2;C11-1;IMST-1;19
BEZIMST-310;ALT10IMST-10;GLIMST-2;C11-1;IMST-2;6
BEZIMST-310;ALT10IMST-10;GLIMST-2;C11-1;IMST-4;3
BEZIMST-310;ALT10IMST-10;GLIMST-2;C11-2;IMST-1;45
BEZIMST-310;ALT10IMST-10;GLIMST-2;C11-2;IMST-2;2
BEZIMST-310;ALT10IMST-10;GLIMST-2;C11-2;IMST-3;1
BEZIMST-310;ALT10IMST-10;GLIMST-2;C11-2;IMST-4;24
BEZIMST-311;ALTGRIMST-1;GLIMST-1;C11-1;IMST-1;4
BEZIMST-311;ALTGRIMST-1;GLIMST-1;C11-1;IMST-3;111
BEZIMST-311;ALTGRIMST-1;GLIMST-1;C11-1;IMST-4;483
BEZIMST-311;ALTGRIMST-1;GLIMST-1;C11-2;IMST-1;5
BEZIMST-311;ALTGRIMST-1;GLIMST-1;C11-2;IMST-3;112
BEZIMST-311;ALTGRIMST-1;GLIMST-1;C11-2;IMST-4;434
BEZIMST-311;ALTGRIMST-1;GLIMST-2;C11-1;IMST-4;3
BEZIMST-311;ALTGRIMST-1;GLIMST-2;C11-2;IMST-4;2
BEZIMST-311;ALTGRIMST-2;GLIMST-1;C11-1;IMST-1;102
BEZIMST-311;ALTGRIMST-2;GLIMST-1;C11-1;IMST-2;86
BEZIMST-311;ALTGRIMST-2;GLIMST-1;C11-1;IMST-3;272
BEZIMST-311;ALTGRIMST-2;GLIMST-1;C11-1;IMST-4;239
BEZIMST-311;ALTGRIMST-2;GLIMST-1;C11-2;IMST-1;108
BEZIMST-311;ALTGRIMST-2;GLIMST-1;C11-2;IMST-2;79
BEZIMST-311;ALTGRIMST-2;GLIMST-1;C11-2;IMST-3;240
BEZIMST-311;ALTGRIMST-2;GLIMST-1;C11-2;IMST-4;181
BEZIMST-311;ALTGRIMST-2;GLIMST-2;C11-1;IMST-1;1
BEZIMST-311;ALTGRIMST-2;GLIMST-2;C11-1;IMST-2;2
BEZIMST-311;ALTGRIMST-2;GLIMST-2;C11-1;IMST-3;5
BEZIMST-311;ALTGRIMST-2;GLIMST-2;C11-1;IMST-4;6
BEZIMST-311;ALTGRIMST-2;GLIMST-2;C11-2;IMST-1;3
BEZIMST-311;ALTGRIMST-2;GLIMST-2;C11-2;IMST-2;1
BEZIMST-311;ALTGRIMST-2;GLIMST-2;C11-2;IMST-3;7
BEZIMST-311;ALTGRIMST-2;GLIMST-2;C11-2;IMST-4;6
BEZIMST-311;ALTGRIMST-3;GLIMST-1;C11-1;IMST-1;135
BEZIMST-311;ALTGRIMST-3;GLIMST-1;C11-1;IMST-2;131
BEZIMST-311;ALTGRIMST-3;GLIMST-1;C11-1;IMST-3;252
BEZIMST-311;ALTGRIMST-3;GLIMST-1;C11-1;IMST-4;116
BEZIMST-311;ALTGRIMST-3;GLIMST-1;C11-2;IMST-1;135
BEZIMST-311;ALTGRIMST-3;GLIMST-1;C11-2;IMST-2;144
BEZIMST-311;ALTGRIMST-3;GLIMST-1;C11-2;IMST-3;222
BEZIMST-311;ALTGRIMST-3;GLIMST-1;C11-2;IMST-4;114
BEZIMST-311;ALTGRIMST-3;GLIMST-2;C11-1;IMST-1;4
BEZIMST-311;ALTGRIMST-3;GLIMST-2;C11-1;IMST-2;4
BEZIMST-311;ALTGRIMST-3;GLIMST-2;C11-1;IMST-3;9
BEZIMST-311;ALTGRIMST-3;GLIMST-2;C11-1;IMST-4;6
BEZIMST-311;ALTGRIMST-3;GLIMST-2;C11-2;IMST-1;3
BEZIMST-311;ALTGRIMST-3;GLIMST-2;C11-2;IMST-2;3
BEZIMST-311;ALTGRIMST-3;GLIMST-2;C11-2;IMST-3;12
BEZIMST-311;ALTGRIMST-3;GLIMST-2;C11-2;IMST-4;9
BEZIMST-311;ALTGRIMST-4;GLIMST-1;C11-1;IMST-1;250
BEZIMST-311;ALTGRIMST-4;GLIMST-1;C11-1;IMST-2;198
BEZIMST-311;ALTGRIMST-4;GLIMST-1;C11-1;IMST-3;193
BEZIMST-311;ALTGRIMST-4;GLIMST-1;C11-1;IMST-4;85
BEZIMST-311;ALTGRIMST-4;GLIMST-1;C11-2;IMST-1;237
BEZIMST-311;ALTGRIMST-4;GLIMST-1;C11-2;IMST-2;252
BEZIMST-311;ALTGRIMST-4;GLIMST-1;C11-2;IMST-3;129
BEZIMST-311;ALTGRIMST-4;GLIMST-1;C11-2;IMST-4;64
BEZIMST-311;ALTGRIMST-4;GLIMST-2;C11-1;IMST-1;7
BEZIMST-311;ALTGRIMST-4;GLIMST-2;C11-1;IMST-2;4
BEZIMST-311;ALTGRIMST-4;GLIMST-2;C11-1;IMST-3;5
BEZIMST-311;ALTGRIMST-4;GLIMST-2;C11-1;IMST-4;3
BEZIMST-311;ALTGRIMST-4;GLIMST-2;C11-2;IMST-1;7
BEZIMST-311;ALTGRIMST-4;GLIMST-2;C11-2;IMST-2;2
BEZIMST-311;ALTGRIMST-4;GLIMST-2;C11-2;IMST-3;8
BEZIMST-311;ALTGRIMST-4;GLIMST-2;C11-2;IMST-4;5
BEZIMST-311;ALTGRIMST-5;GLIMST-1;C11-1;IMST-1;328
